,date,season,playoff,home_team,away_team,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_pitcher_rating,away_pitcher_rating,home_score,away_score,compare_score,compare_pitchers,home_win,away_win,win_pitch_adj,pitcher_difference,lose_pitch_adj
28065,10/26/2008,2008,w,PHI,TBD,Joe Blanton,sonna001,49.805,51.983,-7.642,3.943,10,2,8,-11.585,True,False,-7.642,-11.585,3.943
3418,10/27/2018,2018,w,LAD,BOS,Rich Hill,Eduardo Rodriguez,54.474,53.638,3.666,0.387,6,9,-3,3.279,False,True,0.387,-3.279,3.666
23143,10/31/2010,2010,w,TEX,SFG,huntt002,Madison Bumgarner,49.982,51.027,3.606,-10.721,0,4,-4,14.327,False,True,-10.721,-14.327,3.606
23144,10/30/2010,2010,w,TEX,SFG,Colby Lewis,Jonathan Sanchez,55.318,54.186,10.923,3.318,4,2,2,7.605,True,False,10.923,7.605,3.318
159581,10/8/1934,1934,w,DET,STL,rowes101,deanp101,59.354,59.125,3.26,7.108,3,4,-1,-3.848,False,True,7.108,3.848,3.26
159580,10/9/1934,1934,w,DET,STL,aukee101,deand102,54.581,64.336,3.26,7.108,0,11,-11,-3.848,False,True,7.108,3.848,3.26
82648,10/10/1984,1984,w,SDP,DET,white001,petrd001,53.46,54.058,12.389,3.26,5,3,2,9.129,True,False,12.389,9.129,3.26
158347,10/6/1935,1935,w,CHC,DET,warnl101,rowes101,60.218,60.882,8.192,3.26,3,1,2,4.932,True,False,8.192,4.932,3.26
159584,10/5/1934,1934,w,STL,DET,deanp101,bridt101,58.381,58.646,7.108,3.26,4,1,3,3.848,True,False,7.108,3.848,3.26
32985,10/24/2006,2006,w,STL,DET,carpc002,roben001,58.223,52.107,7.108,3.26,5,0,5,3.848,True,False,7.108,3.848,3.26
158351,10/2/1935,1935,w,DET,CHC,rowes101,warnl101,60.219,59.158,3.26,8.192,0,3,-3,-4.932,False,True,8.192,4.932,3.26
159586,10/3/1934,1934,w,DET,STL,crowg102,deand102,49.099,64.007,3.26,7.108,3,8,-5,-3.848,False,True,7.108,3.848,3.26
145953,10/3/1945,1945,w,DET,CHC,newhh101,boroh101,64.204,54.995,3.26,8.192,0,9,-9,-4.932,False,True,8.192,4.932,3.26
152154,10/7/1940,1940,w,CIN,DET,waltb102,rowes101,60.028,51.648,6.625,3.26,4,0,4,3.365,True,False,6.625,3.365,3.26
114458,10/6/1968,1968,w,DET,STL,mclad101,gibsb101,58.493,67.392,3.26,7.108,1,10,-9,-3.848,False,True,7.108,3.848,3.26
145951,10/5/1945,1945,w,DET,CHC,overs101,passc101,48.326,59.132,3.26,8.192,0,3,-3,-4.932,False,True,8.192,4.932,3.26
114459,10/5/1968,1968,w,DET,STL,wilse102,washr101,53.068,52.672,3.26,7.108,3,7,-4,-3.848,False,True,7.108,3.848,3.26
114461,10/2/1968,1968,w,STL,DET,gibsb101,mclad101,66.285,59.169,7.108,3.26,4,0,4,3.848,True,False,7.108,3.848,3.26
152153,10/8/1940,1940,w,CIN,DET,derrp101,newsb101,55.898,59.175,6.625,3.26,2,1,1,3.365,True,False,6.625,3.365,3.26
152156,10/5/1940,1940,w,DET,CIN,troud101,derrp101,50.632,55.079,3.26,6.625,2,5,-3,-3.365,False,True,6.625,3.365,3.26
152158,10/3/1940,1940,w,CIN,DET,waltb102,rowes101,59.295,52.984,6.625,3.26,5,3,2,3.365,True,False,6.625,3.365,3.26
145948,10/8/1945,1945,w,CHC,DET,passc101,trucv101,60.431,54.7,8.192,3.26,8,7,1,4.932,True,False,8.192,4.932,3.26
129772,10/5/1958,1958,w,NYY,ATL,fordw101,spahw101,58.047,57.495,2.83,9.185,0,3,-3,-6.355,False,True,9.185,6.355,2.83
173189,10/10/1923,1923,w,NYY,SFG,hoytw101,watsm103,55.676,50.688,2.83,4.116,4,5,-1,-1.2859999999999996,False,True,4.116,1.2859999999999996,2.83
127284,10/10/1960,1960,w,NYY,PIT,ditma101,haddh101,50.972,50.657,2.83,6.884,2,5,-3,-4.054,False,True,6.884,4.054,2.83
173187,10/12/1923,1923,w,NYY,SFG,jones104,nehfa101,53.525,51.462,2.83,4.116,0,1,-1,-1.2859999999999996,False,True,4.116,1.2859999999999996,2.83
174423,10/8/1922,1922,w,SFG,NYY,nehfa101,bushj102,53.718,55.014,4.116,2.83,5,3,2,1.2859999999999996,True,False,4.116,1.2859999999999996,2.83
140963,10/6/1949,1949,w,NYY,LAD,rascv101,roe-p101,52.155,58.179,2.83,11.008,0,1,-1,-8.177999999999999,False,True,11.008,8.177999999999999,2.83
127288,10/5/1960,1960,w,PIT,NYY,law-v101,ditma101,55.125,51.921,6.884,2.83,6,4,2,4.054,True,False,6.884,4.054,2.83
127285,10/9/1960,1960,w,NYY,PIT,terrr101,law-v101,54.351,54.911,2.83,6.884,2,3,-1,-4.054,False,True,6.884,4.054,2.83
143449,10/5/1947,1947,w,NYY,LAD,reyna102,lombv101,51.853,51.585,2.83,11.008,6,8,-2,-8.177999999999999,False,True,11.008,8.177999999999999,2.83
89008,10/25/1981,1981,w,LAD,NYY,reusj001,guidr001,53.711,55.233,11.008,2.83,2,1,1,8.177999999999999,True,False,11.008,8.177999999999999,2.83
143451,10/3/1947,1947,w,LAD,NYY,taylh101,beveb101,50.399,51.216,11.008,2.83,3,2,1,8.177999999999999,True,False,11.008,8.177999999999999,2.83
143452,10/2/1947,1947,w,LAD,NYY,hattj101,newsb101,51.774,51.036,11.008,2.83,9,8,1,8.177999999999999,True,False,11.008,8.177999999999999,2.83
127282,10/13/1960,1960,w,PIT,NYY,law-v101,turlb101,54.9,52.093,6.884,2.83,10,9,1,4.054,True,False,6.884,4.054,2.83
174425,10/6/1922,1922,w,SFG,NYY,scotj101,hoytw101,50.545,53.884,4.116,2.83,3,0,3,1.2859999999999996,True,False,4.116,1.2859999999999996,2.83
125850,10/5/1961,1961,w,NYY,CIN,terrr101,jay-j101,57.175,51.375,2.83,6.625,2,6,-4,-3.795,False,True,6.625,3.795,2.83
89007,10/28/1981,1981,w,NYY,LAD,johnt001,hootb001,53.859,53.762,2.83,11.008,2,9,-7,-8.177999999999999,False,True,11.008,8.177999999999999,2.83
124224,10/5/1962,1962,w,SFG,NYY,sanfj101,terrr101,51.235,56.12,4.116,2.83,2,0,2,1.2859999999999996,True,False,4.116,1.2859999999999996,2.83
124222,10/8/1962,1962,w,NYY,SFG,fordw101,marij101,56.604,51.41,2.83,4.116,3,7,-4,-1.2859999999999996,False,True,4.116,1.2859999999999996,2.83
124220,10/15/1962,1962,w,SFG,NYY,pierb101,fordw101,52.695,56.32,4.116,2.83,5,2,3,1.2859999999999996,True,False,4.116,1.2859999999999996,2.83
169475,10/3/1926,1926,w,NYY,STL,shocu101,alexg102,53.983,56.291,2.83,7.108,2,6,-4,-4.278,False,True,7.108,4.278,2.83
169474,10/5/1926,1926,w,STL,NYY,hainj101,ruetd101,53.425,47.979,7.108,2.83,4,0,4,4.278,True,False,7.108,4.278,2.83
169471,10/9/1926,1926,w,NYY,STL,shawb102,alexg102,51.261,57.747,2.83,7.108,2,10,-8,-4.278,False,True,7.108,4.278,2.83
174424,10/7/1922,1922,w,NYY,SFG,maysc101,mcquh101,53.156,46.539,2.83,4.116,3,4,-1,-1.2859999999999996,False,True,4.116,1.2859999999999996,2.83
175667,10/12/1921,1921,w,SFG,NYY,dougp101,maysc101,50.754,56.495,4.116,2.83,2,1,1,1.2859999999999996,True,False,4.116,1.2859999999999996,2.83
174426,10/5/1922,1922,w,NYY,SFG,shawb102,barnj102,57.356,51.538,2.83,4.116,3,3,0,-1.2859999999999996,False,False,4.116,1.2859999999999996,2.83
174427,10/4/1922,1922,w,SFG,NYY,nehfa101,bushj102,53.211,55.173,4.116,2.83,3,2,1,1.2859999999999996,True,False,4.116,1.2859999999999996,2.83
133501,10/2/1955,1955,w,LAD,NYY,crair101,grimb102,49.743,49.925,11.008,2.83,5,3,2,8.177999999999999,True,False,11.008,8.177999999999999,2.83
133499,10/4/1955,1955,w,NYY,LAD,byrnt101,podrj101,51.163,51.316,2.83,11.008,0,2,-2,-8.177999999999999,False,True,11.008,8.177999999999999,2.83
132259,10/3/1956,1956,w,LAD,NYY,magls101,fordw101,56.253,59.493,11.008,2.83,6,3,3,8.177999999999999,True,False,11.008,8.177999999999999,2.83
135983,10/3/1953,1953,w,LAD,NYY,loesb101,fordw101,47.854,53.239,11.008,2.83,7,3,4,8.177999999999999,True,False,11.008,8.177999999999999,2.83
135984,10/2/1953,1953,w,LAD,NYY,erskc101,rascv101,56.343,57.7,11.008,2.83,3,2,1,8.177999999999999,True,False,11.008,8.177999999999999,2.83
132258,10/5/1956,1956,w,LAD,NYY,newcd101,larsd102,56.272,53.947,11.008,2.83,13,8,5,8.177999999999999,True,False,11.008,8.177999999999999,2.83
132254,10/9/1956,1956,w,LAD,NYY,labic101,turlb101,47.88,48.566,11.008,2.83,1,0,1,8.177999999999999,True,False,11.008,8.177999999999999,2.83
131016,10/3/1957,1957,w,NYY,ATL,shanb102,burdl101,53.631,52.265,2.83,9.185,2,4,-2,-6.355,False,True,9.185,6.355,2.83
131014,10/6/1957,1957,w,ATL,NYY,spahw101,sturt101,57.342,56.653,9.185,2.83,7,5,2,6.355,True,False,9.185,6.355,2.83
137229,10/5/1952,1952,w,NYY,LAD,blace102,erskc101,46.95,51.06,2.83,11.008,5,6,-1,-8.177999999999999,False,True,11.008,8.177999999999999,2.83
131013,10/7/1957,1957,w,ATL,NYY,burdl101,fordw101,52.901,55.556,9.185,2.83,1,0,1,6.355,True,False,9.185,6.355,2.83
137231,10/3/1952,1952,w,NYY,LAD,lopae101,roe-p101,57.889,52.487,2.83,11.008,3,5,-2,-8.177999999999999,False,True,11.008,8.177999999999999,2.83
131011,10/10/1957,1957,w,NYY,ATL,larsd102,burdl101,51.572,54.294,2.83,9.185,0,5,-5,-6.355,False,True,9.185,6.355,2.83
137233,10/1/1952,1952,w,LAD,NYY,blacj103,reyna102,47.549,58.3,11.008,2.83,4,2,2,8.177999999999999,True,False,11.008,8.177999999999999,2.83
138476,10/6/1951,1951,w,SFG,NYY,hearj102,rascv101,52.675,57.052,4.116,2.83,6,2,4,1.2859999999999996,True,False,4.116,1.2859999999999996,2.83
138478,10/4/1951,1951,w,NYY,SFG,reyna102,kosld101,59.736,49.485,2.83,4.116,1,5,-4,-1.2859999999999996,False,True,4.116,1.2859999999999996,2.83
129775,10/1/1958,1958,w,ATL,NYY,spahw101,fordw101,57.447,57.845,9.185,2.83,4,3,1,6.355,True,False,9.185,6.355,2.83
175671,10/7/1921,1921,w,SFG,NYY,tonef101,shawb102,51.291,52.774,4.116,2.83,13,5,8,1.2859999999999996,True,False,4.116,1.2859999999999996,2.83
175670,10/9/1921,1921,w,NYY,SFG,maysc101,dougp101,56.168,49.248,2.83,4.116,2,4,-2,-1.2859999999999996,False,True,4.116,1.2859999999999996,2.83
129774,10/2/1958,1958,w,ATL,NYY,burdl101,turlb101,58.672,53.702,9.185,2.83,13,5,8,6.355,True,False,9.185,6.355,2.83
175668,10/11/1921,1921,w,NYY,SFG,harph101,tonef101,52.351,50.766,2.83,4.116,5,8,-3,-1.2859999999999996,False,True,4.116,1.2859999999999996,2.83
122599,10/2/1963,1963,w,NYY,LAD,fordw101,koufs101,56.71,62.96,2.83,11.008,2,5,-3,-8.177999999999999,False,True,11.008,8.177999999999999,2.83
175666,10/13/1921,1921,w,NYY,SFG,hoytw101,nehfa101,58.487,56.43,2.83,4.116,0,1,-1,-1.2859999999999996,False,True,4.116,1.2859999999999996,2.83
169470,10/10/1926,1926,w,NYY,STL,hoytw101,hainj101,51.748,54.716,2.83,7.108,2,3,-1,-4.278,False,True,7.108,4.278,2.83
133503,9/30/1955,1955,w,LAD,NYY,podrj101,turlb101,50.308,54.918,11.008,2.83,8,3,5,8.177999999999999,True,False,11.008,8.177999999999999,2.83
47759,10/24/2000,2000,w,NYM,NYY,reedr002,herno001,52.566,56.565,7.922,2.83,4,2,2,5.092,True,False,7.922,5.092,2.83
149676,10/4/1942,1942,w,NYY,STL,boroh101,coopm101,52.337,62.656,2.83,7.108,6,9,-3,-4.278,False,True,7.108,4.278,2.83
155859,10/9/1937,1937,w,SFG,NYY,hubbc101,hadlb101,56.936,47.416,4.116,2.83,7,3,4,1.2859999999999996,True,False,4.116,1.2859999999999996,2.83
94670,10/10/1978,1978,w,LAD,NYY,johnt001,figue101,51.466,51.859,11.008,2.83,11,5,6,8.177999999999999,True,False,11.008,8.177999999999999,2.83
150907,10/2/1941,1941,w,NYY,LAD,chans101,wyatw101,54.869,61.121,2.83,11.008,2,3,-1,-8.177999999999999,False,True,11.008,8.177999999999999,2.83
157103,10/5/1936,1936,w,NYY,SFG,ruffr101,schuh103,53.394,50.113,2.83,4.116,4,5,-1,-1.2859999999999996,False,True,4.116,1.2859999999999996,2.83
96782,10/16/1977,1977,w,LAD,NYY,suttd001,gulld101,56.454,54.144,11.008,2.83,10,4,6,8.177999999999999,True,False,11.008,8.177999999999999,2.83
96785,10/12/1977,1977,w,NYY,LAD,huntj101,hootb001,48.244,56.374,2.83,11.008,1,6,-5,-8.177999999999999,False,True,11.008,8.177999999999999,2.83
57442,10/21/1996,1996,w,NYY,ATL,key-j001,maddg002,55.277,63.006,2.83,9.185,0,4,-4,-6.355,False,True,9.185,6.355,2.83
98899,10/21/1976,1976,w,NYY,CIN,figue101,nolag101,51.396,51.604,2.83,6.625,2,7,-5,-3.795,False,True,6.625,3.795,2.83
157107,9/30/1936,1936,w,SFG,NYY,hubbc101,ruffr101,65.383,53.923,4.116,2.83,6,1,5,1.2859999999999996,True,False,4.116,1.2859999999999996,2.83
98900,10/19/1976,1976,w,NYY,CIN,ellid101,zachp001,50.194,51.621,2.83,6.625,2,6,-4,-3.795,False,True,6.625,3.795,2.83
149678,10/1/1942,1942,w,STL,NYY,beazj101,bonht101,53.017,59.205,7.108,2.83,4,3,1,4.278,True,False,7.108,4.278,2.83
120966,10/11/1964,1964,w,NYY,STL,downa101,sader101,52.253,47.643,2.83,7.108,3,4,-1,-4.278,False,True,7.108,4.278,2.83
120965,10/12/1964,1964,w,NYY,STL,stotm101,gibsb101,53.25,57.669,2.83,7.108,2,5,-3,-4.278,False,True,7.108,4.278,2.83
120963,10/15/1964,1964,w,STL,NYY,gibsb101,stotm101,58.585,53.706,7.108,2.83,7,5,2,4.278,True,False,7.108,4.278,2.83
133502,10/1/1955,1955,w,LAD,NYY,erskc101,larsd102,49.292,49.748,11.008,2.83,8,5,3,8.177999999999999,True,False,11.008,8.177999999999999,2.83
149677,10/3/1942,1942,w,NYY,STL,chans101,white103,55.156,52.637,2.83,7.108,0,2,-2,-4.278,False,True,7.108,4.278,2.83
98902,10/16/1976,1976,w,CIN,NYY,gulld101,alexd001,51.621,48.748,6.625,2.83,5,1,4,3.795,True,False,6.625,3.795,2.83
148435,10/6/1943,1943,w,NYY,STL,bonht101,coopm101,57.795,59.083,2.83,7.108,3,4,-1,-4.278,False,True,7.108,4.278,2.83
98901,10/17/1976,1976,w,CIN,NYY,normf101,huntj101,50.487,55.059,6.625,2.83,4,3,1,3.795,True,False,6.625,3.795,2.83
94669,10/11/1978,1978,w,LAD,NYY,hootb001,huntj101,55.885,49.609,11.008,2.83,4,3,1,8.177999999999999,True,False,11.008,8.177999999999999,2.83
149675,10/5/1942,1942,w,NYY,STL,ruffr101,beazj101,55.289,53.397,2.83,7.108,2,4,-2,-4.278,False,True,7.108,4.278,2.83
45299,10/27/2001,2001,w,ARI,NYY,schic002,mussm001,65.948,62.771,2.22,2.83,9,1,8,-0.6099999999999999,True,False,2.22,-0.6099999999999999,2.83
122597,10/5/1963,1963,w,LAD,NYY,drysd101,boutj101,54.536,53.442,11.008,2.83,1,0,1,8.177999999999999,True,False,11.008,8.177999999999999,2.83
89009,10/24/1981,1981,w,LAD,NYY,welcb001,reusr001,49.649,52.918,11.008,2.83,8,7,1,8.177999999999999,True,False,11.008,8.177999999999999,2.83
40366,10/23/2003,2003,w,FLA,NYY,Brad Penny,welld001,49.834,54.226,-10.843,2.83,6,4,2,-13.673,True,False,-10.843,-13.673,2.83
40367,10/22/2003,2003,w,FLA,NYY,pavac001,clemr001,50.233,54.594,6.762,2.83,4,3,1,3.9319999999999995,True,False,6.762,3.9319999999999995,2.83
40370,10/18/2003,2003,w,NYY,FLA,welld001,Brad Penny,54.065,49.829,2.83,-9.814,2,3,-1,12.644,False,True,-9.814,-12.644,2.83
120969,10/7/1964,1964,w,STL,NYY,sader101,fordw101,48.308,57.21,7.108,2.83,9,5,4,4.278,True,False,7.108,4.278,2.83
122598,10/3/1963,1963,w,NYY,LAD,downa101,podrj101,56.889,44.988,2.83,11.008,1,4,-3,-8.177999999999999,False,True,11.008,8.177999999999999,2.83
122596,10/6/1963,1963,w,LAD,NYY,koufs101,fordw101,63.523,55.538,11.008,2.83,2,1,1,8.177999999999999,True,False,11.008,8.177999999999999,2.83
89010,10/23/1981,1981,w,LAD,NYY,valef001,righd001,57.161,57.671,11.008,2.83,5,4,1,8.177999999999999,True,False,11.008,8.177999999999999,2.83
45293,11/4/2001,2001,w,ARI,NYY,schic002,clemr001,66.928,59.013,2.22,2.83,3,2,1,-0.6099999999999999,True,False,2.22,-0.6099999999999999,2.83
30524,10/28/2007,2007,w,COL,BOS,cooka002,Jon Lester,53.109,48.776,2.778,-27.636,3,4,-1,30.413999999999998,False,True,-27.636,-30.413999999999998,2.778
30525,10/27/2007,2007,w,COL,BOS,foggj001,Daisuke Matsuzaka,49.968,52.249,2.778,-10.678,5,10,-5,13.456000000000001,False,True,-10.678,-13.456000000000001,2.778
45295,11/1/2001,2001,w,NYY,ARI,mussm001,batim001,60.549,51.543,2.83,2.22,3,2,1,0.6099999999999999,True,False,2.83,0.6099999999999999,2.22
45296,10/31/2001,2001,w,NYY,ARI,herno001,schic002,51.483,66.542,2.83,2.22,4,3,1,0.6099999999999999,True,False,2.83,0.6099999999999999,2.22
45297,10/30/2001,2001,w,NYY,ARI,clemr001,andeb002,58.138,45.241,2.83,2.22,2,1,1,0.6099999999999999,True,False,2.83,0.6099999999999999,2.22
951,10/30/2019,2019,w,HOU,WSN,Zack Greinke,Max Scherzer,56.921,61.724,0.989,27.776,2,6,-4,-26.787,False,True,27.776,26.787,0.989
30526,10/25/2007,2007,w,BOS,COL,schic002,Ubaldo Jimenez,55.629,53.016,7.251,0.945,2,1,1,6.306,True,False,7.251,6.306,0.945
954,10/26/2019,2019,w,WSN,HOU,Patrick Corbin,Jose Urquidy,56.004,51.251,0.824,-24.893,1,8,-7,25.717000000000002,False,True,-24.893,-25.717000000000002,0.824
25607,10/31/2009,2009,w,PHI,NYY,Cole Hamels,Andy Pettitte,52.713,54.046,0.818,4.338,5,8,-3,-3.52,False,True,4.338,3.52,0.818
5,10/20/2020,2020,w,LAD,TBD,Clayton Kershaw,Tyler Glasnow,56.73,53.858,21.936,0.529,8,3,5,21.407,True,False,21.936,21.407,0.529
35442,10/26/2005,2005,w,HOU,CHW,backb001,Freddy Garcia,49.033,53.754,-0.738,-2.566,0,1,-1,1.8279999999999998,False,True,-2.566,-1.8279999999999998,-0.738
35445,10/22/2005,2005,w,CHW,HOU,contj002,clemr001,57.535,58.644,5.454,-0.738,5,3,2,6.192,True,False,5.454,6.192,-0.738
20676,10/27/2011,2011,w,STL,TEX,Jaime Garcia,Colby Lewis,49.91,52.919,-0.451,-1.269,10,9,1,0.8179999999999998,True,False,-0.451,0.8179999999999998,-1.269
25606,11/1/2009,2009,w,PHI,NYY,Joe Blanton,CC Sabathia,52.135,62.219,-1.405,42.925,4,7,-3,-44.33,False,True,42.925,44.33,-1.405
5884,10/28/2017,2017,w,HOU,LAD,Charlie Morton,Alex Wood,52.359,52.525,-1.435,0.754,2,6,-4,-2.189,False,True,0.754,2.189,-1.435
42836,10/23/2002,2002,w,SFG,ANA,ruetk001,John Lackey,48.762,51.365,4.116,-1.565,4,3,1,5.680999999999999,True,False,4.116,5.680999999999999,-1.565
15742,10/26/2013,2013,w,STL,BOS,Joe Kelly,Jake Peavy,49.227,52.117,-15.129,-1.687,5,4,1,-13.442,True,False,-15.129,-13.442,-1.687
20678,10/23/2011,2011,w,TEX,STL,Derek Holland,Edwin Jackson,50.782,49.576,-9.33,-1.697,4,0,4,-7.633,True,False,-9.33,-7.633,-1.697
1,10/25/2020,2020,w,TBD,LAD,Tyler Glasnow,Clayton Kershaw,52.967,57.215,-1.827,23.114,2,4,-2,-24.941000000000003,False,True,23.114,24.941000000000003,-1.827
134743,9/29/1954,1954,w,SFG,CLE,magls101,lemob101,53.437,56.322,4.116,-2.335,5,2,3,6.451,True,False,4.116,6.451,-2.335
59737,10/28/1995,1995,w,ATL,CLE,glavt001,martd001,58.103,58.111,9.185,-2.335,1,0,1,11.52,True,False,9.185,11.52,-2.335
134742,9/30/1954,1954,w,SFG,CLE,antoj103,wynne101,57.419,59.272,4.116,-2.335,3,1,2,6.451,True,False,4.116,6.451,-2.335
142210,10/6/1948,1948,w,ATL,CLE,sainj101,fellb101,56.792,57.091,9.185,-2.335,1,0,1,11.52,True,False,9.185,11.52,-2.335
134741,10/1/1954,1954,w,CLE,SFG,garcm101,gomer101,56.045,54.595,-2.335,4.116,2,6,-4,-6.451,False,True,4.116,6.451,-2.335
55138,10/26/1997,1997,w,FLA,CLE,leita001,wrigj002,49.67,49.877,6.762,-2.335,3,2,1,9.097,True,False,6.762,9.097,-2.335
142206,10/10/1948,1948,w,CLE,ATL,fellb101,pottn102,57.899,51.451,-2.335,9.185,5,11,-6,-11.52,False,True,9.185,11.52,-2.335
55140,10/23/1997,1997,w,CLE,FLA,herso001,hernl003,52.122,51.414,-2.335,6.762,7,8,-1,-9.097,False,True,6.762,9.097,-2.335
134740,10/2/1954,1954,w,CLE,SFG,lemob101,liddd101,56.182,53.139,-2.335,4.116,4,7,-3,-6.451,False,True,4.116,6.451,-2.335
55144,10/18/1997,1997,w,FLA,CLE,hernl003,herso001,51.829,53.704,6.762,-2.335,7,4,3,9.097,True,False,6.762,9.097,-2.335
55142,10/21/1997,1997,w,CLE,FLA,nagyc001,leita001,52.356,50.814,-2.335,6.762,11,14,-3,-9.097,False,True,6.762,9.097,-2.335
59742,10/21/1995,1995,w,ATL,CLE,maddg002,herso001,69.215,58.384,9.185,-2.335,3,2,1,11.52,True,False,9.185,11.52,-2.335
59741,10/22/1995,1995,w,ATL,CLE,glavt001,martd001,57.984,58.977,9.185,-2.335,4,3,1,11.52,True,False,9.185,11.52,-2.335
176907,10/7/1920,1920,w,LAD,CLE,smits102,caldr101,51.15,49.328,11.008,-2.335,2,1,1,13.343,True,False,11.008,13.343,-2.335
176908,10/6/1920,1920,w,LAD,CLE,grimb101,bagbj101,55.622,55.665,11.008,-2.335,3,0,3,13.343,True,False,11.008,13.343,-2.335
59739,10/25/1995,1995,w,CLE,ATL,hillk001,avers001,51.526,53.889,-2.335,9.185,2,5,-3,-11.52,False,True,9.185,11.52,-2.335
13280,10/25/2014,2014,w,SFG,KCR,Ryan Vogelsong,Jason Vargas,46.188,50.57,-18.198,-2.67,11,4,7,-15.528,True,False,-18.198,-15.528,-2.67
20679,10/22/2011,2011,w,TEX,STL,Matt Harrison,Kyle Lohse,52.314,48.266,-2.688,-8.324,7,16,-9,5.635999999999999,False,True,-8.324,-5.635999999999999,-2.688
18209,10/27/2012,2012,w,DET,SFG,Anibal Sanchez,Ryan Vogelsong,53.731,53.109,-4.709,10.27,0,2,-2,-14.979,False,True,10.27,14.979,-4.709
32987,10/21/2006,2006,w,DET,STL,Justin Verlander,reyea002,51.292,47.512,-5.96,7.108,2,7,-5,-13.068,False,True,7.108,13.068,-5.96
13277,10/29/2014,2014,w,KCR,SFG,Jeremy Guthrie,Tim Hudson,49.831,47.275,-6.195,-12.178,2,3,-1,5.9830000000000005,False,True,-12.178,-5.9830000000000005,-6.195
2,10/24/2020,2020,w,TBD,LAD,Ryan Yarbrough,Julio Urias,52.637,50.974,-3.96,-6.205,8,7,1,2.245,True,False,-3.96,2.245,-6.205
8352,10/29/2016,2016,w,CHC,CLE,John Lackey,Corey Kluber,55.514,62.12,-6.254,38.326,2,7,-5,-44.58,False,True,38.326,44.58,-6.254
20675,10/28/2011,2011,w,STL,TEX,carpc002,Matt Harrison,56.043,51.746,7.108,-6.571,6,2,4,13.678999999999998,True,False,7.108,13.678999999999998,-6.571
20680,10/20/2011,2011,w,STL,TEX,Jaime Garcia,Colby Lewis,48.329,52.113,-6.608,-2.905,1,2,-1,-3.703,False,True,-2.905,3.703,-6.608
3420,10/24/2018,2018,w,BOS,LAD,David Price,Hyun-Jin Ryu,55.36,51.917,9.287,-7.249,4,2,2,16.536,True,False,9.287,16.536,-7.249
955,10/25/2019,2019,w,WSN,HOU,Anibal Sanchez,Zack Greinke,54.036,57.097,-9.054,2.44,1,4,-3,-11.494,False,True,2.44,11.494,-9.054
8350,11/1/2016,2016,w,CLE,CHC,Josh Tomlin,Jake Arrieta,51.985,57.827,-9.65,4.617,3,9,-6,-14.267,False,True,4.617,14.267,-9.65
32983,10/27/2006,2006,w,STL,DET,weavj002,Justin Verlander,47.494,50.625,7.108,-9.781,4,2,2,16.889,True,False,7.108,16.889,-9.781
3419,10/26/2018,2018,w,LAD,BOS,Walker Buehler,Rick Porcello,57.869,51.146,20.863,-11.124,3,2,1,31.987000000000002,True,False,20.863,31.987000000000002,-11.124
37903,10/27/2004,2004,w,STL,BOS,Jason Marquis,lowed001,48.229,48.735,-11.36,7.251,0,3,-3,-18.611,False,True,7.251,18.611,-11.36
15741,10/27/2013,2013,w,STL,BOS,Lance Lynn,Clay Buchholz,50.079,57.215,-11.553,22.442,2,4,-2,-33.995000000000005,False,True,22.442,33.995000000000005,-11.553
10813,10/31/2015,2015,w,NYM,KCR,Steven Matz,Chris Young,49.582,51.324,-12.432,8.197,3,5,-2,-20.628999999999998,False,True,8.197,20.628999999999998,-12.432
13281,10/24/2014,2014,w,SFG,KCR,Tim Hudson,Jeremy Guthrie,47.079,49.71,-13.964,-6.665,2,3,-1,-7.299,False,True,-6.665,7.299,-13.964
8354,10/26/2016,2016,w,CLE,CHC,Trevor Bauer,Jake Arrieta,50.619,57.32,-15.559,2.75,1,5,-4,-18.308999999999997,False,True,2.75,18.308999999999997,-15.559
8351,10/30/2016,2016,w,CHC,CLE,Jon Lester,Trevor Bauer,61.375,50.414,21.518,-17.293,3,2,1,38.811,True,False,21.518,38.811,-17.293
953,10/27/2019,2019,w,WSN,HOU,Joe Ross,Gerrit Cole,49.433,66.891,-29.811,47.888,1,7,-6,-77.699,False,True,47.888,77.699,-29.811
